x_um	field_Hz
4.473409999999999513e+02	1.000000000000000000e+00
4.483599999999999568e+02	1.000000000000000000e+00
4.493789999999999623e+02	1.000000000000000000e+00
4.503979999999999677e+02	1.000000000000000000e+00
4.514169999999999732e+02	1.000000000000000000e+00
4.524359999999999786e+02	1.000000000000000000e+00
4.534549999999999841e+02	1.000000000000000000e+00
4.544739999999999327e+02	1.000000000000000000e+00
4.554929999999999382e+02	1.000000000000000000e+00
4.565119999999999436e+02	1.000000000000000000e+00
4.575309999999999491e+02	1.000000000000000000e+00
4.585499999999999545e+02	1.000000000000000000e+00
4.595689999999999600e+02	1.000000000000000000e+00
4.605879999999999654e+02	1.000000000000000000e+00
4.616069999999999709e+02	1.000000000000000000e+00
4.626259999999999195e+02	1.000000000000000000e+00
4.636449999999999250e+02	1.000000000000000000e+00
4.646639999999999304e+02	1.000000000000000000e+00
4.656829999999999359e+02	1.000000000000000000e+00
4.667019999999999413e+02	1.000000000000000000e+00
4.677209999999999468e+02	1.000000000000000000e+00
4.687399999999999523e+02	1.000000000000000000e+00
4.697589999999999577e+02	1.000000000000000000e+00
4.707779999999999063e+02	1.000000000000000000e+00
4.717969999999999118e+02	1.000000000000000000e+00
4.728159999999999172e+02	1.000000000000000000e+00
4.738349999999999795e+02	1.000000000000000000e+00
4.748539999999999850e+02	1.000000000000000000e+00
4.758729999999999905e+02	1.000000000000000000e+00
4.768919999999999959e+02	1.000000000000000000e+00
4.779109999999999445e+02	1.000000000000000000e+00
4.789299999999999500e+02	1.000000000000000000e+00
4.799489999999999554e+02	1.000000000000000000e+00
4.809679999999999609e+02	1.000000000000000000e+00
4.819869999999999663e+02	1.000000000000000000e+00
4.830059999999999718e+02	1.000000000000000000e+00
4.840249999999999773e+02	1.000000000000000000e+00
4.850439999999999827e+02	1.000000000000000000e+00
4.860629999999999313e+02	1.000000000000000000e+00
4.870819999999999368e+02	1.000000000000000000e+00
4.881009999999999422e+02	1.000000000000000000e+00
4.891200000000000045e+02	1.000000000000000000e+00
4.901390000000000100e+02	1.000000000000000000e+00
4.911580000000000155e+02	1.000000000000000000e+00
4.921770000000000209e+02	1.000000000000000000e+00
4.931960000000000264e+02	1.000000000000000000e+00
4.942149999999999750e+02	1.000000000000000000e+00
4.952339999999999804e+02	1.000000000000000000e+00
4.962529999999999859e+02	1.000000000000000000e+00
4.972719999999999914e+02	1.000000000000000000e+00
4.982909999999999968e+02	1.000000000000000000e+00
4.993100000000000023e+02	1.000000000000000000e+00
5.003290000000000077e+02	1.000000000000000000e+00
5.013479999999999563e+02	1.000000000000000000e+00
5.023669999999999618e+02	1.000000000000000000e+00
5.033859999999999673e+02	1.000000000000000000e+00
5.044049999999999727e+02	1.000000000000000000e+00
5.054239999999999782e+02	1.000000000000000000e+00
5.064429999999999836e+02	1.000000000000000000e+00
5.074619999999999891e+02	1.000000000000000000e+00
5.084809999999999945e+02	1.000000000000000000e+00
5.094999999999999432e+02	1.000000000000000000e+00
5.105189999999999486e+02	1.000000000000000000e+00
5.115379999999999541e+02	1.000000000000000000e+00
5.125570000000000164e+02	1.000000000000000000e+00
5.135759999999999081e+02	1.000000000000000000e+00
5.145949999999999136e+02	1.000000000000000000e+00
5.156139999999999191e+02	1.000000000000000000e+00
5.166329999999999245e+02	1.000000000000000000e+00
5.176519999999999300e+02	1.000000000000000000e+00
5.186709999999999354e+02	1.000000000000000000e+00
5.196899999999999409e+02	1.000000000000000000e+00
5.207089999999999463e+02	1.000000000000000000e+00
5.217279999999999518e+02	1.000000000000000000e+00
5.227469999999999573e+02	1.000000000000000000e+00
5.237659999999999627e+02	1.000000000000000000e+00
5.247849999999999682e+02	1.000000000000000000e+00
5.258039999999999736e+02	1.000000000000000000e+00
5.268229999999999791e+02	1.000000000000000000e+00
5.278419999999999845e+02	1.000000000000000000e+00
5.288609999999999900e+02	1.000000000000000000e+00
5.298799999999998818e+02	1.000000000000000000e+00
5.308989999999998872e+02	1.000000000000000000e+00
5.319179999999998927e+02	1.000000000000000000e+00
5.329369999999998981e+02	1.000000000000000000e+00
5.339559999999999036e+02	1.000000000000000000e+00
5.349749999999999091e+02	1.000000000000000000e+00
5.359939999999999145e+02	1.000000000000000000e+00
5.370129999999999200e+02	1.000000000000000000e+00
5.380319999999999254e+02	1.000000000000000000e+00
5.390509999999999309e+02	1.000000000000000000e+00
5.400699999999999363e+02	1.000000000000000000e+00
5.410889999999999418e+02	1.000000000000000000e+00
5.421079999999999472e+02	1.000000000000000000e+00
5.431269999999999527e+02	1.000000000000000000e+00
5.441459999999999582e+02	1.000000000000000000e+00
5.451649999999999636e+02	1.000000000000000000e+00
5.461839999999998554e+02	1.000000000000000000e+00
5.472029999999998608e+02	1.000000000000000000e+00
5.482219999999998663e+02	1.000000000000000000e+00
5.492409999999998718e+02	1.000000000000000000e+00
5.502599999999998772e+02	1.000000000000000000e+00
5.512789999999998827e+02	1.000000000000000000e+00
5.522979999999998881e+02	1.000000000000000000e+00
5.533169999999998936e+02	1.000000000000000000e+00
5.543359999999998990e+02	1.000000000000000000e+00
5.553550000000000182e+02	1.000000000000000000e+00
5.563740000000000236e+02	1.000000000000000000e+00
5.573930000000000291e+02	1.000000000000000000e+00
5.584120000000000346e+02	1.000000000000000000e+00
5.594310000000000400e+02	1.000000000000000000e+00
5.604500000000000455e+02	1.000000000000000000e+00
5.614689999999999372e+02	1.000000000000000000e+00
5.624879999999999427e+02	1.000000000000000000e+00
5.635069999999999482e+02	1.000000000000000000e+00
5.645259999999999536e+02	1.000000000000000000e+00
5.655449999999999591e+02	1.000000000000000000e+00
5.665639999999999645e+02	1.000000000000000000e+00
5.675829999999999700e+02	1.000000000000000000e+00
5.686019999999999754e+02	1.000000000000000000e+00
5.696209999999999809e+02	1.000000000000000000e+00
5.706399999999999864e+02	1.000000000000000000e+00
5.716589999999999918e+02	1.000000000000000000e+00
5.726779999999999973e+02	1.000000000000000000e+00
5.736970000000000027e+02	1.000000000000000000e+00
5.747160000000000082e+02	1.000000000000000000e+00
5.757350000000000136e+02	1.000000000000000000e+00
5.767539999999999054e+02	1.000000000000000000e+00
5.777729999999999109e+02	1.000000000000000000e+00
5.787919999999999163e+02	1.000000000000000000e+00
5.798109999999999218e+02	1.000000000000000000e+00
5.808299999999999272e+02	1.000000000000000000e+00
5.818489999999999327e+02	1.000000000000000000e+00
5.828679999999999382e+02	1.000000000000000000e+00
5.838869999999999436e+02	1.000000000000000000e+00
5.849059999999999491e+02	1.000000000000000000e+00
5.859249999999999545e+02	1.000000000000000000e+00
5.869439999999999600e+02	1.000000000000000000e+00
5.879629999999999654e+02	1.000000000000000000e+00
5.889819999999999709e+02	1.000000000000000000e+00
5.900009999999999764e+02	1.000000000000000000e+00
